"FY_YEAR","ORG_ROLL_NM","ORG_SHRT_NM","SORG_ROLL_CD","DOD_GRP_NM","DOD_OCC_NM","POS_TYP_CD","TOTAL"
"2015","Marine Corps","USMCR","V","Armament and Munitions","Armament Maintenance, General","E",18
"2015","Marine Corps","USMCR","V","Other Functional Support","Postal","E",167
"2015","Marine Corps","USMCR","V","Other Functional Support","Transportation","E",338
"2015","Marine Corps","USMCR","V","Other Functional Support","Flight Operations","E",343
"2015","Marine Corps","USMCR","V","Other Functional Support","Functional Analysis","E",113
"2015","Marine Corps","USMCR","V","Other Functional Support","Supply Administration","E",5285
"2015","Marine Corps","USMCR","V","Other Functional Support","Aviation Maintenance Records and Reports","E",540
"2015","Marine Corps","USMCR","V","Undesignated Occupations","Undesignated Occupations, General","E",1
"2015","Marine Corps","USMCR","V","Combat Operations Control","Combat Operations Control, General","E",632
"2015","Marine Corps","USMCR","V","Information and Education","Information and Education, General","E",178
"2015","Marine Corps","USMCR","V","Non-Occupational, Officer","Students","O",67
"2015","Marine Corps","USMCR","V","Non-Occupational, Officer","Non-Occupational, Other","O",268
"2015","Marine Corps","USMCR","V","Other Electronic Equipment","Electronic Instruments, N.E.C.","E",56
"2015","Marine Corps","USMCR","V","Not Occupationally Qualified","Not Occupationally Qualified, General","E",4754
"2015","Marine Corps","USMCR","V","Ordnance Disposal and Diving","EOD/UDT","E",38
"2015","Marine Corps","USMCR","V","Scientists and Professionals","Legal","O",528
"2015","Marine Corps","USMCR","V","Scientists and Professionals","Meteorologists","O",3
"2015","Marine Corps","USMCR","V","Tactical Operations Officers","Aircraft Crews","O",96
"2015","Marine Corps","USMCR","V","Tactical Operations Officers","Operations Staff","O",501
"2015","Marine Corps","USMCR","V","Tactical Operations Officers","Helicopter Pilots","O",806
"2015","Marine Corps","USMCR","V","Tactical Operations Officers","Ground and Naval Arms","O",2809
"2015","Marine Corps","USMCR","V","Tactical Operations Officers","Other Fixed-Wing Pilots","O",196
"2015","Marine Corps","USMCR","V","Tactical Operations Officers","Fixed-Wing Fighter and Bomber Pilots","O",464
"2015","Marine Corps","USMCR","V","Aircraft and Aircraft Related","Aircraft Engines","E",223
"2015","Marine Corps","USMCR","V","Aircraft and Aircraft Related","Aircraft, General","E",2597
"2015","Marine Corps","USMCR","V","Aircraft and Aircraft Related","Aircraft Structures","E",454
"2015","Marine Corps","USMCR","V","Aircraft and Aircraft Related","Aircraft Accessories","E",886
"2015","Marine Corps","USMCR","V","Aircraft and Aircraft Related","Aircraft Launch Equipment","E",238
"2015","Marine Corps","USMCR","V","Radar and Air Traffic Control","Radar","E",336
"2015","Marine Corps","USMCR","V","Radar and Air Traffic Control","Air Traffic Control Radar","E",230
"2015","Marine Corps","USMCR","V","Technical Specialists, N.E.C.","Firefighting and Damage Control","E",624
"2015","Marine Corps","USMCR","V","Technical Specialists, N.E.C.","Memorial Activities and Embalming","E",170
"2015","Marine Corps","USMCR","V","Technical Specialists, N.E.C.","Nuclear, Biological, and Chemical Warfare Specialists","E",623
"2015","Marine Corps","USMCR","V","Forward Area Equipment Support","Forward Area Equipment Support, General","E",507
"2015","Marine Corps","USMCR","V","Communications Center Operations","Communications Center Operations, General","E",2054
"2015","Marine Corps","USMCR","V","Accounting, Finance and Disbursing","Disbursing","E",336
"2015","Marine Corps","USMCR","V","Accounting, Finance and Disbursing","Auditing and Accounting","E",171
"2015","Marine Corps","USMCR","V","Industrial Gas and Fuel Production","Industrial Gas and Fuel Production, General","E",68
"2015","Marine Corps","USMCR","V","Material Receipt, Storage and Issue","Sales Store","E",2
"2015","Marine Corps","USMCR","V","Material Receipt, Storage and Issue","Missile Fuel and Petroleum","E",1680
"2015","Marine Corps","USMCR","V","Material Receipt, Storage and Issue","Warehousing and Equipment Handling","E",2264
"2015","Marine Corps","USMCR","V","Unmanned Vehicle Systems Operations","Unmanned Vehicle System (UVS) Operators, General","E",60
"2015","Marine Corps","USMCR","V","Engineering and Maintenance Officers","Ordnance","O",27
"2015","Marine Corps","USMCR","V","Engineering and Maintenance Officers","Automotive and Allied","O",68
"2015","Marine Corps","USMCR","V","Engineering and Maintenance Officers","Electrical/Electronic","O",18
"2015","Marine Corps","USMCR","V","Engineering and Maintenance Officers","Surveying and Mapping","O",17
"2015","Marine Corps","USMCR","V","Engineering and Maintenance Officers","Communications and Radar","O",705
"2015","Marine Corps","USMCR","V","Engineering and Maintenance Officers","Construction and Utilities","O",23
"2015","Marine Corps","USMCR","V","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",129
"2015","Marine Corps","USMCR","V","Teletype and Cryptographic Equipment","Teletype and Cryptographic Equipment, General","E",33
"2015","Marine Corps","USMCR","V","Missile Guidance, Control and Checkout","Missile Guidance and Control","E",789
"2015","Marine Corps","USMCR","V","Signal Intelligence/Electronic Warfare","Analysis","E",427
"2015","Marine Corps","USMCR","V","Signal Intelligence/Electronic Warfare","Intercept Operators (Code and Non-Code)","E",578
"2015","Marine Corps","USMCR","V","Signal Intelligence/Electronic Warfare","Signal Intelligence/Electronic Warfare, General","E",4
"2015","Marine Corps","USMCR","V","General Officers and executives, N.E.C.","General and Flag","O",13
"2015","Marine Corps","USMCR","V","General Officers and executives, N.E.C.","Executives, N.E.C.","O",849
"2015","Marine Corps","USMCR","V","Supply, Procurement and Allied Officers","Supply","O",562
"2015","Marine Corps","USMCR","V","Supply, Procurement and Allied Officers","Food Service","O",2
"2015","Marine Corps","USMCR","V","Supply, Procurement and Allied Officers","Transportation","O",3
"2015","Marine Corps","USMCR","V","Supply, Procurement and Allied Officers","Logistics, General","O",1031
"2015","Marine Corps","USMCR","V","Artillery/Gunnery, Rockets, and Missiles","Artillery and Gunnery","E",2847
"2015","Marine Corps","USMCR","V","Artillery/Gunnery, Rockets, and Missiles","Missile Artillery, Operating Crew","E",4
"2015","Marine Corps","USMCR","V","Other Mechanical and Electrical Equipment","Other Mechanical and Electrical Equipment, General","E",7
"2015","Marine Corps","USMCR","V","Mapping, Surveying, Drafting, and Illustrating","Mapping","E",80
"2015","Marine Corps","USMCR","V","Mapping, Surveying, Drafting, and Illustrating","Surveying","E",104
"2015","Public Health Services","PHS","R","Unknown, Officer","Unknown, Officer","O",6632
"2015","Public Health Services","PHS","R","General Officers and executives, N.E.C.","General and Flag","O",31
